index,DATE,ASM_DOMESTIC,ASM_INTERNATIONAL,FLIGHTS_DOMESTIC,FLIGHTS_INTERNATIONAL,PASSENGERS_DOMESTIC,PASSENGERS_INTERNATIONAL,RPM_DOMESTIC,RPM_INTERNATIONAL,AIRLINE_CODE,AIRPORT_CODE
464,2012-06-01,11510,0.0,122,0.0,10436,0.0,8509,0.0,AA,FKT
465,2012-07-01,7918,161.0,80,1.0,6999,0.0,5998,159.0,AA,FKT
466,2012-08-01,10027,0.0,97,0.0,7736,9.0,6695,0.0,AA,FKT
467,2012-09-01,11906,0.0,130,0.0,10258,2.0,8306,0.0,AA,FKT
468,2012-10-01,14048,0.0,140,0.0,12641,18.0,10331,0.0,AA,FKT
469,2012-11-01,7273,0.0,86,0.0,7363,0.0,5093,0.0,AA,FKT
470,2012-12-01,4987,0.0,59,0.0,5330,0.0,3566,0.0,AA,FKT
471,2013-01-01,5109,0.0,61,0.0,4806,1.0,3236,0.0,AA,FKT
472,2013-02-01,4535,0.0,54,0.0,3957,2.0,2720,0.0,AA,FKT
473,2013-03-01,4295,0.0,49,0.0,4048,0.0,2841,0.0,AA,FKT
474,2013-04-01,3125,0.0,34,0.0,2766,0.0,1753,0.0,AA,FKT
475,2013-05-01,2508,0.0,33,0.0,3287,0.0,2016,0.0,AA,FKT
476,2013-06-01,4943,0.0,59,0.0,5474,0.0,3745,0.0,AA,FKT
477,2013-07-01,5107,0.0,56,0.0,4696,0.0,3266,0.0,AA,FKT
478,2013-08-01,4291,0.0,47,0.0,3656,0.0,2479,0.0,AA,FKT
479,2013-09-01,2248,0.0,30,0.0,1972,3.0,1197,0.0,AA,FKT
480,2013-10-01,2415,0.0,32,0.0,2083,0.0,1338,0.0,AA,FKT
481,2013-11-01,2386,0.0,31,0.0,2121,0.0,1295,0.0,AA,FKT
482,2013-12-01,3862,0.0,47,0.0,3683,13.0,2602,0.0,AA,FKT
483,2014-01-01,2046,922.0,26,1.0,1769,2.0,1073,897.0,AA,FKT
484,2014-02-01,2820,0.0,35,0.0,3455,0.0,2318,0.0,AA,FKT
485,2014-03-01,4247,0.0,52,0.0,5520,0.0,3663,0.0,AA,FKT
486,2014-04-01,19618,0.0,62,0.0,7873,0.0,16372,0.0,AA,FKT
487,2014-05-01,20828,0.0,67,0.0,9509,0.0,19574,0.0,AA,FKT
488,2014-06-01,20676,0.0,79,0.0,9393,0.0,16527,0.0,AA,FKT
489,2014-07-01,19022,0.0,64,0.0,7844,0.0,15776,0.0,AA,FKT
490,2014-08-01,18568,0.0,59,0.0,6938,0.0,14198,0.0,AA,FKT
491,2014-09-01,19233,0.0,65,0.0,7006,0.0,13435,0.0,AA,FKT
492,2014-10-01,25150,0.0,117,0.0,11674,2.0,18130,0.0,AA,FKT
493,2014-11-01,31761,0.0,201,0.0,18959,7.0,22524,0.0,AA,FKT
494,2014-12-01,32963,0.0,208,0.0,20484,2.0,24556,0.0,AA,FKT
495,2015-01-01,26489,0.0,204,0.0,17511,0.0,17819,0.0,AA,FKT
496,2015-02-01,27453,0.0,210,0.0,19683,13.0,19688,0.0,AA,FKT
497,2015-03-01,43030,0.0,295,0.0,27665,14.0,30361,0.0,AA,FKT
498,2015-04-01,47445,0.0,328,0.0,33365,14.0,35839,0.0,AA,FKT
499,2015-05-01,51089,0.0,352,0.0,42092,3.0,44836,0.0,AA,FKT
500,2015-06-01,51909,0.0,374,0.0,40518,0.0,41110,0.0,AA,FKT
501,2015-07-01,44888,0.0,308,0.0,32319,4.0,36102,0.0,AA,FKT
502,2015-08-01,47296,0.0,313,0.0,31765,2.0,34021,0.0,AA,FKT
503,2015-09-01,48262,0.0,327,0.0,35891,5.0,36856,0.0,AA,FKT
504,2015-10-01,54045,0.0,373,0.0,42523,0.0,43280,0.0,AA,FKT
505,2015-11-01,49725,0.0,324,0.0,35680,2.0,38446,0.0,AA,FKT
506,2015-12-01,46098,0.0,292,0.0,33292,0.0,36835,0.0,AA,FKT
507,2016-01-01,30730,0.0,227,0.0,21576,0.0,21703,0.0,AA,FKT
508,2016-02-01,39107,0.0,250,0.0,24094,0.0,25798,0.0,AA,FKT
509,2016-03-01,67351,0.0,413,0.0,46576,0.0,47612,0.0,AA,FKT
510,2016-04-01,62926,0.0,412,0.0,51760,0.0,49710,0.0,AA,FKT
511,2016-05-01,78357,0.0,547,0.0,76432,0.0,70704,0.0,AA,FKT
512,2016-06-01,81628,0.0,589,0.0,84748,0.0,76535,0.0,AA,FKT
513,2016-07-01,78905,0.0,564,0.0,78100,0.0,71497,0.0,AA,FKT
514,2016-08-01,81996,0.0,599,0.0,70693,0.0,62867,0.0,AA,FKT
515,2016-09-01,78379,0.0,575,0.0,66456,3.0,59162,0.0,AA,FKT
516,2016-10-01,68108,0.0,504,0.0,58651,0.0,53486,0.0,AA,FKT
517,2016-11-01,61548,0.0,452,0.0,55321,4.0,48974,0.0,AA,FKT
518,2016-12-01,57694,0.0,393,0.0,48643,0.0,47244,0.0,AA,FKT
519,2017-01-01,38835,0.0,302,0.0,30889,0.0,26420,0.0,AA,FKT
520,2017-02-01,40820,0.0,300,0.0,30225,0.0,26995,0.0,AA,FKT
521,2017-03-01,57244,0.0,381,0.0,42374,0.0,43896,0.0,AA,FKT
522,2002-10-01,746365,64371.0,2848,143.0,306382,13167.0,523188,43292.0,FA,NSA
523,2002-11-01,698393,61241.0,2692,132.0,287725,11534.0,489197,38974.0,FA,NSA
524,2002-12-01,707999,63805.0,2645,134.0,309845,14520.0,537032,46241.0,FA,NSA
525,2003-01-01,681607,63304.0,2467,132.0,273077,11622.0,485689,41089.0,FA,NSA
526,2003-02-01,594233,52664.0,2145,96.0,238492,8627.0,426122,31936.0,FA,NSA
527,2003-03-01,704550,60085.0,2485,120.0,291673,12062.0,523994,40228.0,FA,NSA
528,2003-04-01,679974,58998.0,2415,118.0,289406,11414.0,522829,39834.0,FA,NSA
529,2003-05-01,704122,51386.0,2439,90.0,298530,11165.0,539575,40975.0,FA,NSA
530,2003-06-01,712360,50445.0,2460,86.0,330996,12134.0,606327,45439.0,FA,NSA
531,2003-07-01,760319,49929.0,2586,86.0,355582,12293.0,652162,42009.0,FA,NSA
532,2003-08-01,759337,51814.0,2571,87.0,358821,13047.0,659979,47548.0,FA,NSA
533,2003-09-01,713872,50187.0,2407,79.0,261785,10553.0,478317,43531.0,FA,NSA
534,2003-10-01,733298,50594.0,2456,82.0,285784,10632.0,526969,40288.0,FA,NSA
535,2003-11-01,716560,49326.0,2339,80.0,282927,10514.0,521679,41100.0,FA,NSA
536,2003-12-01,749246,51644.0,2463,86.0,304890,11286.0,562717,42271.0,FA,NSA
537,2004-01-01,753446,52735.0,2542,85.0,284717,9723.0,534828,39361.0,FA,NSA
538,2004-02-01,717798,48866.0,2421,86.0,277892,9264.0,523147,32570.0,FA,NSA
539,2004-03-01,786075,53475.0,2643,92.0,331519,12625.0,621247,45924.0,FA,NSA
540,2004-04-01,776015,117310.0,2585,135.0,329290,19444.0,625367,86687.0,FA,NSA
541,2004-05-01,764535,130179.0,2620,147.0,312156,24459.0,591883,112738.0,FA,NSA
542,2004-06-01,804151,142121.0,2753,188.0,359853,29749.0,683289,124046.0,FA,NSA
543,2004-07-01,840884,153327.0,2875,216.0,380427,30903.0,720907,120821.0,FA,NSA
544,2004-08-01,843265,151001.0,2899,215.0,385145,31704.0,731194,121592.0,FA,NSA
545,2004-09-01,730720,145379.0,2582,200.0,312784,26347.0,581989,109265.0,FA,NSA
546,2004-10-01,773041,148278.0,2725,205.0,339115,26784.0,630049,106696.0,FA,NSA
547,2004-11-01,765428,111795.0,2627,180.0,330782,22895.0,618929,82555.0,FA,NSA
548,2004-12-01,799717,122836.0,2763,202.0,350513,28215.0,651735,97930.0,FA,NSA
549,2005-01-01,754140,121559.0,2613,189.0,316463,25487.0,585024,92336.0,FA,NSA
550,2005-02-01,673180,109160.0,2317,167.0,287548,22074.0,529946,80484.0,FA,NSA
551,2005-03-01,763574,120721.0,2620,185.0,359427,29614.0,668783,102212.0,FA,NSA
552,2005-04-01,734037,163052.0,2563,236.0,341265,31680.0,626932,121400.0,FA,NSA
553,2005-05-01,768377,155937.0,2694,216.0,358414,32261.0,656082,132373.0,FA,NSA
554,2005-06-01,786385,152500.0,2667,229.0,386135,35801.0,719987,133179.0,FA,NSA
555,2005-07-01,833253,159988.0,2798,246.0,410349,37137.0,767210,132678.0,FA,NSA
556,2005-08-01,813452,157485.0,2754,236.0,403097,37237.0,748551,134721.0,FA,NSA
557,2005-09-01,757162,150774.0,2564,207.0,341054,29657.0,632596,119316.0,FA,NSA
558,2005-10-01,762855,151055.0,2604,210.0,346211,28882.0,642705,108758.0,FA,NSA
559,2005-11-01,735274,112560.0,2522,176.0,344431,24586.0,634273,85498.0,FA,NSA
560,2005-12-01,756131,121491.0,2581,183.0,348423,27736.0,644010,97686.0,FA,NSA
561,2006-01-01,753818,125868.0,2607,186.0,325003,27347.0,592298,95948.0,FA,NSA
562,2006-02-01,667553,112357.0,2311,167.0,295629,24735.0,535358,86461.0,FA,NSA
563,2006-03-01,759469,125541.0,2601,185.0,359757,30449.0,655392,108226.0,FA,NSA
564,2006-04-01,764759,146748.0,2542,206.0,359575,31970.0,674439,117864.0,FA,NSA
565,2006-05-01,793898,152415.0,2639,215.0,361390,33922.0,681712,130503.0,FA,NSA
566,2006-06-01,780001,145915.0,2574,206.0,378222,36054.0,714474,136167.0,FA,NSA
567,2006-07-01,809483,153294.0,2662,215.0,396167,35754.0,746800,132148.0,FA,NSA
568,2006-08-01,807348,151048.0,2660,214.0,385416,33625.0,729487,124710.0,FA,NSA
569,2006-09-01,763218,146778.0,2498,203.0,325335,28390.0,614496,114655.0,FA,NSA
570,2006-10-01,788943,148486.0,2585,212.0,345171,29600.0,652043,109156.0,FA,NSA
571,2006-11-01,766549,107698.0,2497,178.0,348192,27408.0,649800,93162.0,FA,NSA
572,2006-12-01,800792,122779.0,2605,202.0,364722,31439.0,680402,106217.0,FA,NSA
573,2007-01-01,789712,129482.0,2585,216.0,330243,29511.0,611062,102629.0,FA,NSA
574,2007-02-01,699378,115589.0,2298,194.0,304374,26070.0,560967,90615.0,FA,NSA
575,2007-03-01,787447,138520.0,2589,223.0,372267,36303.0,685103,124793.0,FA,NSA
576,2007-04-01,773359,163667.0,2505,238.0,369693,37037.0,683112,135661.0,FA,NSA
577,2007-05-01,793746,153825.0,2579,216.0,366730,34720.0,681586,132487.0,FA,NSA
578,2007-06-01,772429,149732.0,2514,209.0,385154,36584.0,715842,136933.0,FA,NSA
579,2007-07-01,809241,152397.0,2636,214.0,400870,35998.0,743638,129538.0,FA,NSA
580,2007-08-01,811687,152535.0,2636,215.0,396627,36586.0,736283,131110.0,FA,NSA
581,2007-09-01,754883,140587.0,2467,191.0,328334,30188.0,605584,117823.0,FA,NSA
582,2007-10-01,791916,145242.0,2584,197.0,352819,30253.0,651725,114296.0,FA,NSA
583,2007-11-01,769460,115823.0,2477,189.0,346107,29650.0,640126,99147.0,FA,NSA
584,2007-12-01,783838,129290.0,2513,215.0,347203,33727.0,643596,110230.0,FA,NSA
585,2008-01-01,780981,127525.0,2517,198.0,328494,27864.0,607142,95735.0,FA,NSA
586,2008-02-01,705261,115680.0,2281,178.0,305042,25473.0,564108,87680.0,FA,NSA
587,2008-03-01,743655,126223.0,2391,206.0,351466,34554.0,649421,111789.0,FA,NSA
588,2008-04-01,734006,138442.0,2375,196.0,343433,29831.0,642934,107895.0,FA,NSA
589,2008-05-01,763233,150192.0,2510,212.0,363895,34222.0,673279,125742.0,FA,NSA
590,2008-06-01,727207,151023.0,2431,210.0,362684,35897.0,666198,132257.0,FA,NSA
591,2008-07-01,757403,153009.0,2495,214.0,369678,34076.0,684265,117833.0,FA,NSA
592,2008-08-01,774008,152753.0,2537,211.0,377204,35203.0,702540,128705.0,FA,NSA
593,2008-09-01,649100,150093.0,2203,202.0,298423,28484.0,542456,112154.0,FA,NSA
594,2008-10-01,678366,145089.0,2269,208.0,315174,30333.0,572365,109724.0,FA,NSA
595,2008-11-01,656938,110203.0,2223,176.0,302724,26616.0,543541,89635.0,FA,NSA
596,2008-12-01,686639,111760.0,2343,177.0,323716,27035.0,582380,90476.0,FA,NSA
597,2009-01-01,686964,113900.0,2340,182.0,298047,23108.0,540814,82535.0,FA,NSA
598,2009-02-01,621120,96247.0,2109,143.0,275189,18740.0,497317,65839.0,FA,NSA
599,2009-03-01,691899,114425.0,2336,185.0,332439,27347.0,598490,93117.0,FA,NSA
600,2009-04-01,696543,110556.0,2282,179.0,337031,26580.0,614003,90002.0,FA,NSA
601,2009-05-01,723826,111983.0,2350,166.0,338895,23889.0,623270,90128.0,FA,NSA
602,2009-06-01,694398,107297.0,2293,152.0,353914,26633.0,645602,98107.0,FA,NSA
603,2009-07-01,722504,109151.0,2383,153.0,369260,24896.0,668332,89212.0,FA,NSA
604,2009-08-01,719460,108480.0,2384,157.0,365358,24457.0,662016,86268.0,FA,NSA
605,2009-09-01,658574,107646.0,2211,164.0,307795,25075.0,559621,87957.0,FA,NSA
606,2009-10-01,683698,114095.0,2290,185.0,328450,28408.0,592230,94774.0,FA,NSA
607,2009-11-01,666390,111157.0,2215,180.0,304884,27186.0,546848,90070.0,FA,NSA
608,2009-12-01,706661,112310.0,2326,183.0,323921,26796.0,586132,90177.0,FA,NSA
609,2010-01-01,710894,113852.0,2342,177.0,302374,23090.0,546109,83521.0,FA,NSA
610,2010-02-01,626555,100462.0,2089,158.0,264511,21289.0,478340,72205.0,FA,NSA
611,2010-03-01,717192,113664.0,2386,175.0,336728,27933.0,610129,95223.0,FA,NSA
612,2010-04-01,709503,100982.0,2328,171.0,339685,24780.0,614428,79745.0,FA,NSA
613,2010-05-01,730613,114572.0,2381,185.0,341340,28815.0,620038,98843.0,FA,NSA
614,2010-06-01,711838,111301.0,2360,179.0,360034,30331.0,658289,102402.0,FA,NSA
615,2010-07-01,738759,111688.0,2489,183.0,370883,29299.0,674071,94102.0,FA,NSA
616,2010-08-01,725174,113924.0,2431,178.0,372092,28293.0,669426,94594.0,FA,NSA
617,2010-09-01,674268,106245.0,2211,149.0,312138,22478.0,564620,84485.0,FA,NSA
618,2010-10-01,697732,114048.0,2287,185.0,333261,28108.0,600486,93932.0,FA,NSA
619,2010-11-01,672319,110263.0,2195,167.0,311742,26094.0,562452,90388.0,FA,NSA
620,2010-12-01,682592,105953.0,2281,151.0,321343,22759.0,580470,80004.0,FA,NSA
621,2011-01-01,682565,108592.0,2290,153.0,297302,21097.0,538467,77066.0,FA,NSA
622,2011-02-01,613590,99904.0,2049,138.0,270114,19809.0,486773,72397.0,FA,NSA
623,2011-03-01,700338,108642.0,2345,153.0,331397,22964.0,593660,81026.0,FA,NSA
624,2011-04-01,701805,153356.0,2332,202.0,341234,31664.0,609938,121524.0,FA,NSA
625,2011-05-01,723627,160977.0,2403,209.0,353334,34311.0,634787,139414.0,FA,NSA
626,2011-06-01,717579,159053.0,2435,207.0,366372,36247.0,655153,142346.0,FA,NSA
627,2011-07-01,741218,163816.0,2535,216.0,380451,35045.0,677743,131033.0,FA,NSA
628,2011-08-01,729461,158066.0,2507,197.0,378718,31814.0,667043,122955.0,FA,NSA
629,2011-09-01,691672,138708.0,2383,147.0,338088,24257.0,598847,104769.0,FA,NSA
630,2011-10-01,709798,150833.0,2451,178.0,352155,29697.0,623588,121125.0,FA,NSA
631,2011-11-01,664414,129789.0,2302,150.0,330452,23589.0,584481,101265.0,FA,NSA
632,2011-12-01,687383,133195.0,2339,146.0,333372,23820.0,592107,107320.0,FA,NSA
633,2012-01-01,699394,135229.0,2387,143.0,329652,22339.0,587286,103294.0,FA,NSA
634,2012-02-01,680288,132921.0,2289,141.0,315240,21570.0,558181,98948.0,FA,NSA
635,2012-03-01,743457,146427.0,2481,155.0,369824,25939.0,656109,117541.0,FA,NSA
636,2012-04-01,732261,143898.0,2410,169.0,359268,27168.0,633422,118175.0,FA,NSA
637,2012-05-01,761815,149791.0,2503,175.0,374918,30681.0,665935,136603.0,FA,NSA
638,2012-06-01,736477,144206.0,2440,170.0,379291,31810.0,678390,135170.0,FA,NSA
639,2012-07-01,797018,161487.0,2662,208.0,400393,33901.0,722351,132634.0,FA,NSA
640,2012-08-01,790487,160876.0,2652,203.0,405094,35161.0,724102,141362.0,FA,NSA
641,2012-09-01,716832,153713.0,2388,187.0,340102,27885.0,603138,119129.0,FA,NSA
642,2012-10-01,730678,160716.0,2468,205.0,349364,31435.0,620331,133744.0,FA,NSA
643,2012-11-01,716055,147339.0,2377,184.0,343337,27501.0,610369,121747.0,FA,NSA
644,2012-12-01,737662,148291.0,2470,177.0,351135,27416.0,628662,120553.0,FA,NSA
645,2013-01-01,706719,134168.0,2428,143.0,330970,21823.0,589358,105021.0,FA,NSA
646,2013-02-01,641718,121268.0,2211,138.0,300204,20979.0,533011,96008.0,FA,NSA
647,2013-03-01,730352,149447.0,2494,178.0,369653,29700.0,659512,130237.0,FA,NSA
648,2013-04-01,717997,154462.0,2471,203.0,358333,30313.0,638813,124026.0,FA,NSA
649,2013-05-01,746472,160349.0,2571,212.0,368244,34320.0,660858,143979.0,FA,NSA
650,2013-06-01,757725,163206.0,2589,227.0,387585,38669.0,703180,150433.0,FA,NSA
651,2013-07-01,793707,175790.0,2702,247.0,394847,40201.0,719880,148502.0,FA,NSA
652,2013-08-01,790462,172850.0,2709,236.0,399255,40175.0,718808,155151.0,FA,NSA
653,2013-09-01,715122,160146.0,2511,179.0,329756,28424.0,583339,125841.0,FA,NSA
654,2013-10-01,751903,168922.0,2630,202.0,356248,32755.0,630320,142453.0,FA,NSA
655,2013-11-01,729709,157650.0,2526,187.0,333723,28151.0,594285,123938.0,FA,NSA
656,2013-12-01,777595,176771.0,2652,191.0,371368,32111.0,669628,143157.0,FA,NSA
657,2014-01-01,721420,193370.0,2552,177.0,338412,29510.0,594979,150032.0,FA,NSA
658,2014-02-01,653716,172103.0,2342,171.0,307162,26554.0,535077,128160.0,FA,NSA
659,2014-03-01,756012,201405.0,2693,209.0,377665,35849.0,665559,165282.0,FA,NSA
660,2014-04-01,732496,198925.0,2634,199.0,362783,33198.0,639183,153650.0,FA,NSA
661,2014-05-01,759327,215296.0,2756,232.0,371444,41124.0,656168,187273.0,FA,NSA
662,2014-06-01,754963,210669.0,2770,254.0,383138,44388.0,683391,185572.0,FA,NSA
663,2014-07-01,785427,220597.0,2872,278.0,394954,43546.0,701376,175577.0,FA,NSA
664,2014-08-01,752675,218304.0,2784,261.0,385818,45388.0,675325,188947.0,FA,NSA
665,2014-09-01,681288,204069.0,2578,197.0,321107,32139.0,554806,156715.0,FA,NSA
666,2014-10-01,710595,208279.0,2690,188.0,345179,32682.0,595575,169171.0,FA,NSA
667,2014-11-01,693167,193684.0,2587,182.0,331746,29471.0,572385,143299.0,FA,NSA
668,2014-12-01,754685,200982.0,2730,207.0,355329,33981.0,623456,155427.0,FA,NSA
669,2015-01-01,687546,206654.0,2593,191.0,319270,31221.0,549379,161253.0,FA,NSA
670,2015-02-01,613263,179758.0,2314,170.0,296403,28168.0,508999,139128.0,FA,NSA
671,2015-03-01,749526,212826.0,2774,217.0,376712,37844.0,654317,179466.0,FA,NSA
672,2015-04-01,732652,252019.0,2673,239.0,358375,39958.0,621143,189758.0,FA,NSA
673,2015-05-01,742878,257952.0,2700,243.0,359420,44600.0,627426,213050.0,FA,NSA
674,2015-06-01,748183,260423.0,2684,290.0,386442,54869.0,682340,237681.0,FA,NSA
675,2015-07-01,984308,269019.0,3546,304.0,512583,54851.0,890624,222202.0,FA,NSA
676,2015-08-01,967227,279291.0,3498,319.0,501759,60646.0,866980,249782.0,FA,NSA
677,2015-09-01,857017,269103.0,3187,312.0,424334,54768.0,732925,223893.0,FA,NSA
678,2015-10-01,888654,275217.0,3282,329.0,452106,60073.0,774962,239871.0,FA,NSA
679,2015-11-01,866281,251800.0,3147,317.0,433225,51634.0,741945,199219.0,FA,NSA
680,2015-12-01,931937,303384.0,3349,355.0,457983,58849.0,797644,229398.0,FA,NSA
681,2016-01-01,851591,328023.0,3126,369.0,413080,58085.0,707554,262048.0,FA,NSA
682,2016-02-01,813657,341454.0,2999,355.0,387970,54537.0,668736,249489.0,FA,NSA
683,2016-03-01,936272,383956.0,3406,407.0,477275,68025.0,827721,291865.0,FA,NSA
684,2016-04-01,907913,372563.0,3266,398.0,448663,63215.0,783585,276988.0,FA,NSA
685,2016-05-01,937131,385289.0,3343,404.0,466777,65997.0,825989,290506.0,FA,NSA
686,2016-06-01,1088673,393068.0,3944,426.0,574533,79273.0,1001033,336371.0,FA,NSA
687,2016-07-01,1134208,435836.0,4069,465.0,584850,82641.0,1019523,360951.0,FA,NSA
688,2016-08-01,1077730,424159.0,3863,439.0,547049,77782.0,956308,347615.0,FA,NSA
689,2016-09-01,876072,443469.0,3201,390.0,446724,72052.0,776378,355826.0,FA,NSA
690,2016-10-01,917243,473544.0,3325,409.0,463492,79856.0,807366,408679.0,FA,NSA
691,2016-11-01,891660,427131.0,3178,395.0,444777,68915.0,780047,343328.0,FA,NSA
692,2016-12-01,968373,487054.0,3383,459.0,453673,81510.0,811955,389228.0,FA,NSA
693,2017-01-01,904987,0.0,3116,0.0,407286,0.0,736444,0.0,FA,NSA
694,2017-02-01,796169,0.0,2737,0.0,356871,0.0,641756,0.0,FA,NSA
695,2017-03-01,917308,0.0,3129,0.0,449426,0.0,802943,0.0,FA,NSA
696,2002-10-01,404513,14979.0,1085,62.0,157868,5785.0,293977,8367.0,GA,NSA
697,2002-11-01,391981,14574.0,1047,60.0,150065,6034.0,271498,8644.0,GA,NSA
698,2002-12-01,399919,14967.0,1083,62.0,168651,7525.0,315874,11567.0,GA,NSA
699,2003-01-01,397156,14821.0,1083,62.0,152462,5312.0,286738,8496.0,GA,NSA
700,2003-02-01,346999,13378.0,954,56.0,131201,4105.0,244617,6135.0,GA,NSA
701,2003-03-01,380170,14522.0,993,61.0,139518,5306.0,270609,7704.0,GA,NSA
702,2003-04-01,372043,14315.0,1001,60.0,135804,6060.0,263749,8985.0,GA,NSA
703,2003-05-01,359574,14785.0,1023,62.0,145472,6437.0,280286,9389.0,GA,NSA
704,2003-06-01,376192,14331.0,1076,60.0,177499,6877.0,340347,10301.0,GA,NSA
705,2003-07-01,406599,14788.0,1146,62.0,191455,8787.0,369629,12734.0,GA,NSA
706,2003-08-01,430849,14757.0,1177,62.0,200038,8273.0,376029,11875.0,GA,NSA
707,2003-09-01,438505,14301.0,1186,60.0,146412,5585.0,274746,7973.0,GA,NSA
708,2003-10-01,465561,14487.0,1252,61.0,170619,6511.0,324424,9271.0,GA,NSA
709,2003-11-01,427227,14315.0,1177,60.0,159268,7515.0,292189,10853.0,GA,NSA
710,2003-12-01,432069,14786.0,1218,62.0,177135,8430.0,329156,12499.0,GA,NSA
711,2004-01-01,402778,14488.0,1136,61.0,154735,6043.0,283772,8393.0,GA,NSA
712,2004-02-01,377273,11281.0,1064,49.0,144870,4072.0,264343,5770.0,GA,NSA
713,2004-03-01,461217,12235.0,1235,53.0,183355,4615.0,357701,6523.0,GA,NSA
714,2004-04-01,456791,14306.0,1205,60.0,183549,6586.0,359206,9857.0,GA,NSA
715,2004-05-01,471264,14782.0,1238,62.0,179567,7406.0,351965,10715.0,GA,NSA
716,2004-06-01,452369,14310.0,1194,60.0,200621,8559.0,396430,12046.0,GA,NSA
717,2004-07-01,462767,14550.0,1228,61.0,211263,9579.0,416646,13520.0,GA,NSA
718,2004-08-01,460780,14850.0,1225,62.0,208067,8921.0,400561,12426.0,GA,NSA
719,2004-09-01,406964,14403.0,1096,60.0,158329,5792.0,302573,7779.0,GA,NSA
720,2004-10-01,450525,14874.0,1207,62.0,176136,5750.0,346016,7819.0,GA,NSA
721,2004-11-01,440564,14408.0,1167,60.0,175162,6263.0,335658,8709.0,GA,NSA
722,2004-12-01,452098,15108.0,1200,63.0,180942,8720.0,342791,12762.0,GA,NSA
723,2005-01-01,451995,14599.0,1194,61.0,170816,7665.0,320239,10903.0,GA,NSA
724,2005-02-01,389333,5489.0,965,28.0,144047,2672.0,284811,3554.0,GA,NSA
725,2005-03-01,429692,6078.0,1068,31.0,183317,3696.0,367402,4882.0,GA,NSA
726,2005-04-01,418458,5882.0,1039,30.0,169839,3035.0,336446,3950.0,GA,NSA
727,2005-05-01,466061,6078.0,1105,31.0,177305,3252.0,363365,4248.0,GA,NSA
728,2005-06-01,457732,5882.0,1071,30.0,194150,3037.0,399208,4297.0,GA,NSA
729,2005-07-01,481762,6078.0,1115,31.0,214456,4117.0,437944,5749.0,GA,NSA
730,2005-08-01,472368,6078.0,1106,31.0,210196,3519.0,424231,4829.0,GA,NSA
731,2005-09-01,463731,5868.0,1118,30.0,162574,2149.0,329809,3172.0,GA,NSA
732,2005-10-01,481659,6064.0,1155,31.0,166444,3043.0,339631,4175.0,GA,NSA
733,2005-11-01,446299,5880.0,1081,30.0,166706,3309.0,335058,4620.0,GA,NSA
734,2005-12-01,442439,6066.0,1055,31.0,167610,4141.0,335945,5127.0,GA,NSA
735,2006-01-01,396321,5097.0,962,26.0,144256,2844.0,278619,3499.0,GA,NSA
736,2006-02-01,343767,3137.0,850,16.0,130727,1918.0,253743,2141.0,GA,NSA
737,2006-03-01,449270,6078.0,1084,31.0,181643,3195.0,361187,3743.0,GA,NSA
738,2006-04-01,433720,6573.0,1069,33.0,172603,4091.0,346173,5018.0,GA,NSA
739,2006-05-01,444161,7000.0,1135,35.0,160487,3386.0,315136,4165.0,GA,NSA
740,2006-06-01,473085,8385.0,1189,38.0,199352,4495.0,402302,6075.0,GA,NSA
741,2006-07-01,493247,10660.0,1213,41.0,213011,7161.0,429474,9634.0,GA,NSA
742,2006-08-01,486599,10007.0,1219,39.0,209113,5777.0,421206,7151.0,GA,NSA
743,2006-09-01,430735,9223.0,1095,40.0,152849,3900.0,306763,4330.0,GA,NSA
744,2006-10-01,450988,8538.0,1144,39.0,170926,4860.0,343886,5511.0,GA,NSA
745,2006-11-01,429807,8277.0,1093,37.0,168950,5741.0,336973,6726.0,GA,NSA
746,2006-12-01,452232,28141.0,1152,109.0,176534,16053.0,355192,24741.0,GA,NSA
747,2007-01-01,416842,39970.0,1098,151.0,150667,14760.0,292875,22273.0,GA,NSA
748,2007-02-01,366895,34224.0,975,126.0,139256,12106.0,272709,18620.0,GA,NSA
749,2007-03-01,439207,33994.0,1141,126.0,186792,14433.0,372783,23549.0,GA,NSA
750,2007-04-01,412178,31151.0,1111,115.0,177578,13607.0,351966,20722.0,GA,NSA
751,2007-05-01,409974,25196.0,1115,99.0,169634,12046.0,338167,17384.0,GA,NSA
752,2007-06-01,455328,35402.0,1263,136.0,206111,18321.0,412059,28517.0,GA,NSA
753,2007-07-01,491381,41753.0,1356,157.0,222675,23132.0,442844,36914.0,GA,NSA
754,2007-08-01,482010,36379.0,1329,138.0,218708,19334.0,433278,29243.0,GA,NSA
755,2007-09-01,436286,20034.0,1194,83.0,164986,9298.0,335461,12022.0,GA,NSA
756,2007-10-01,455068,18654.0,1240,80.0,180257,9593.0,364195,12480.0,GA,NSA
757,2007-11-01,456009,25315.0,1233,99.0,179147,13977.0,358532,20895.0,GA,NSA
758,2007-12-01,459799,32860.0,1239,127.0,181780,19484.0,364216,30380.0,GA,NSA
759,2008-01-01,407742,26727.0,1111,104.0,153492,13648.0,306428,20657.0,GA,NSA
760,2008-02-01,358011,24015.0,978,89.0,135804,10370.0,271187,15670.0,GA,NSA
761,2008-03-01,401651,32309.0,1100,120.0,172940,16509.0,347943,26225.0,GA,NSA
762,2008-04-01,376543,24611.0,1020,90.0,160064,12124.0,326117,18580.0,GA,NSA
