index,DATE,ASM_DOMESTIC,ASM_INTERNATIONAL,FLIGHTS_DOMESTIC,FLIGHTS_INTERNATIONAL,PASSENGERS_DOMESTIC,PASSENGERS_INTERNATIONAL,RPM_DOMESTIC,RPM_INTERNATIONAL,AIRLINE_CODE,AIRPORT_CODE
763,2008-05-01,351418,24761.0,968,92.0,151302,13695.0,308748,19850.0,GA,NSA
764,2008-06-01,425974,30510.0,1125,105.0,189740,17660.0,390807,27270.0,GA,NSA
765,2008-07-01,445912,32048.0,1148,110.0,199851,18800.0,408949,29063.0,GA,NSA
766,2008-08-01,420556,22427.0,1089,79.0,189540,13269.0,384890,18345.0,GA,NSA
767,2008-09-01,355837,6723.0,933,30.0,150026,5013.0,303881,5233.0,GA,NSA
768,2008-10-01,375537,9406.0,996,44.0,160830,6439.0,324394,6955.0,GA,NSA
769,2008-11-01,368795,12390.0,982,52.0,156972,7486.0,312944,9106.0,GA,NSA
770,2008-12-01,389302,23630.0,1027,87.0,171996,13674.0,343489,20892.0,GA,NSA
771,2009-01-01,364834,18397.0,972,66.0,145251,8769.0,287875,12977.0,GA,NSA
772,2009-02-01,320399,17691.0,871,61.0,129653,7849.0,257361,12222.0,GA,NSA
773,2009-03-01,392190,18742.0,1029,58.0,166141,8330.0,332785,13752.0,GA,NSA
774,2009-04-01,371753,15561.0,982,47.0,163342,7701.0,330543,12920.0,GA,NSA
775,2009-05-01,364013,14045.0,982,46.0,160515,5657.0,328602,8730.0,GA,NSA
776,2009-06-01,371844,16868.0,1013,60.0,176099,10553.0,354309,15100.0,GA,NSA
777,2009-07-01,404125,99752.0,1119,108.0,191155,21746.0,378609,89066.0,GA,NSA
778,2009-08-01,388735,86963.0,1089,89.0,185304,15855.0,363304,60931.0,GA,NSA
779,2009-09-01,343822,62562.0,917,50.0,150309,8991.0,307185,46638.0,GA,NSA
780,2009-10-01,366479,66699.0,967,56.0,159315,11629.0,326172,58810.0,GA,NSA
781,2009-11-01,350393,76395.0,933,68.0,147522,12199.0,297067,57676.0,GA,NSA
782,2009-12-01,368809,97166.0,973,113.0,156010,20647.0,313340,84118.0,GA,NSA
783,2010-01-01,514585,167932.0,1526,130.0,214965,28157.0,408368,147735.0,GA,NSA
784,2010-02-01,458475,149888.0,1392,108.0,198126,22362.0,373616,121170.0,GA,NSA
785,2010-03-01,563372,145897.0,1668,104.0,261785,23435.0,498306,114790.0,GA,NSA
786,2010-04-01,554875,140127.0,1557,98.0,250343,21230.0,493298,108549.0,GA,NSA
787,2010-05-01,569975,146510.0,1555,97.0,248957,22109.0,492764,116254.0,GA,NSA
788,2010-06-01,598457,119582.0,1689,116.0,289606,23807.0,562549,106974.0,GA,NSA
789,2010-07-01,630367,127279.0,1794,134.0,299238,28316.0,580832,120934.0,GA,NSA
790,2010-08-01,617716,127464.0,1765,132.0,298705,25495.0,578388,108239.0,GA,NSA
791,2010-09-01,563310,111241.0,1622,83.0,245992,18071.0,481984,95853.0,GA,NSA
792,2010-10-01,583440,117181.0,1689,84.0,258474,19790.0,502379,108503.0,GA,NSA
793,2010-11-01,544141,138208.0,1577,96.0,239949,22520.0,462537,116121.0,GA,NSA
794,2010-12-01,558840,149367.0,1627,124.0,250484,27836.0,479507,131337.0,GA,NSA
795,2011-01-01,564944,151025.0,1631,134.0,233669,27095.0,450140,132710.0,GA,NSA
796,2011-02-01,520251,162537.0,1521,141.0,218321,25438.0,422025,128488.0,GA,NSA
797,2011-03-01,597260,193298.0,1787,177.0,274067,31053.0,526250,136282.0,GA,NSA
798,2011-04-01,547070,124773.0,1601,128.0,250797,23289.0,489331,103148.0,GA,NSA
799,2011-05-01,562395,147678.0,1629,128.0,258624,26078.0,506661,124087.0,GA,NSA
800,2011-06-01,589235,171564.0,1683,156.0,278558,29790.0,541868,141086.0,GA,NSA
801,2011-07-01,620443,177550.0,1734,164.0,291266,32633.0,569387,152605.0,GA,NSA
802,2011-08-01,605519,177645.0,1693,162.0,291505,29860.0,566521,146480.0,GA,NSA
803,2011-09-01,564344,160011.0,1600,130.0,253222,22869.0,500504,127693.0,GA,NSA
804,2011-10-01,590302,167062.0,1652,130.0,261814,23146.0,521237,131021.0,GA,NSA
805,2011-11-01,572695,153664.0,1569,130.0,251128,23058.0,505682,118771.0,GA,NSA
806,2011-12-01,555369,164131.0,1495,172.0,241400,31423.0,489549,140391.0,GA,NSA
807,2012-01-01,537691,158668.0,1473,141.0,226250,25869.0,462849,132774.0,GA,NSA
808,2012-02-01,507870,146874.0,1387,120.0,210342,22060.0,433386,119464.0,GA,NSA
809,2012-03-01,588562,166510.0,1642,152.0,264918,28931.0,535119,135803.0,GA,NSA
810,2012-04-01,561576,172442.0,1595,140.0,255511,24392.0,507746,119423.0,GA,NSA
811,2012-05-01,580084,179407.0,1639,127.0,258742,25952.0,516873,141043.0,GA,NSA
812,2012-06-01,606124,166620.0,1696,150.0,283161,30781.0,564402,148568.0,GA,NSA
813,2012-07-01,627049,166401.0,1759,161.0,289760,33419.0,574589,152998.0,GA,NSA
814,2012-08-01,629950,169100.0,1786,163.0,296418,30859.0,584134,141530.0,GA,NSA
815,2012-09-01,565770,154668.0,1615,121.0,239247,25284.0,472028,136528.0,GA,NSA
816,2012-10-01,585996,161574.0,1661,127.0,259754,24953.0,514428,136818.0,GA,NSA
817,2012-11-01,571629,158227.0,1588,130.0,253661,24552.0,502815,127989.0,GA,NSA
818,2012-12-01,555231,172858.0,1516,179.0,243032,33112.0,486791,148949.0,GA,NSA
819,2013-01-01,533737,161612.0,1587,141.0,236745,25645.0,457931,135317.0,GA,NSA
820,2013-02-01,485658,143600.0,1414,113.0,213613,21707.0,412913,123006.0,GA,NSA
821,2013-03-01,605698,163285.0,1796,134.0,284952,27294.0,546994,143146.0,GA,NSA
822,2013-04-01,592145,152827.0,1737,128.0,278121,22445.0,531700,116811.0,GA,NSA
823,2013-05-01,613471,156883.0,1809,128.0,288365,24971.0,546824,134410.0,GA,NSA
824,2013-06-01,633241,155425.0,1907,141.0,316286,29186.0,587565,141295.0,GA,NSA
825,2013-07-01,673123,190735.0,2086,252.0,330667,44875.0,607140,168901.0,GA,NSA
826,2013-08-01,676732,189989.0,2103,253.0,335049,41576.0,614212,160803.0,GA,NSA
827,2013-09-01,576021,176038.0,1743,209.0,263137,33660.0,490330,146597.0,GA,NSA
828,2013-10-01,602415,176057.0,1837,210.0,276648,34206.0,516257,150275.0,GA,NSA
829,2013-11-01,574818,175302.0,1706,217.0,248055,36703.0,465257,152501.0,GA,NSA
830,2013-12-01,605390,184232.0,1810,235.0,281912,42539.0,531868,168300.0,GA,NSA
831,2014-01-01,576143,208092.0,1695,256.0,260269,45249.0,497499,180941.0,GA,NSA
832,2014-02-01,508976,188200.0,1470,231.0,228118,39694.0,439152,163115.0,GA,NSA
833,2014-03-01,630674,219861.0,1766,263.0,296747,45846.0,570275,189165.0,GA,NSA
834,2014-04-01,640183,205898.0,1795,224.0,299396,38284.0,578993,157487.0,GA,NSA
835,2014-05-01,672000,213022.0,1855,231.0,304437,41305.0,598575,178548.0,GA,NSA
836,2014-06-01,677054,208253.0,1906,240.0,324467,46045.0,624605,179986.0,GA,NSA
837,2014-07-01,705475,239209.0,1972,320.0,333957,56171.0,643249,205934.0,GA,NSA
838,2014-08-01,716852,239116.0,2030,321.0,337992,51936.0,645111,199072.0,GA,NSA
839,2014-09-01,668696,225274.0,1900,295.0,291182,46223.0,564812,180218.0,GA,NSA
840,2014-10-01,694120,224319.0,1985,311.0,310932,48097.0,604080,185717.0,GA,NSA
841,2014-11-01,642431,246150.0,1860,336.0,282043,52378.0,545309,198190.0,GA,NSA
842,2014-12-01,649239,272779.0,1887,414.0,296149,68464.0,572209,237917.0,GA,NSA
843,2015-01-01,625218,285698.0,1823,457.0,269241,63325.0,513455,225819.0,GA,NSA
844,2015-02-01,567549,237799.0,1623,365.0,254813,51688.0,488666,190923.0,GA,NSA
845,2015-03-01,708019,268875.0,2091,412.0,340332,62593.0,639496,223598.0,GA,NSA
846,2015-04-01,687734,248505.0,1990,354.0,319652,51244.0,601815,184661.0,GA,NSA
847,2015-05-01,726128,263867.0,2126,362.0,338719,56368.0,638070,212035.0,GA,NSA
848,2015-06-01,755958,270238.0,2474,403.0,396026,68867.0,699207,237811.0,GA,NSA
849,2015-07-01,800228,324967.0,2659,445.0,413335,77834.0,727727,281516.0,GA,NSA
850,2015-08-01,813808,333649.0,2722,423.0,413862,72256.0,721421,285576.0,GA,NSA
851,2015-09-01,698318,299011.0,2506,340.0,349416,58268.0,605295,242697.0,GA,NSA
852,2015-10-01,727316,281248.0,2649,328.0,372976,59186.0,642244,245287.0,GA,NSA
853,2015-11-01,694619,257389.0,2636,311.0,352297,53969.0,599253,212937.0,GA,NSA
854,2015-12-01,692310,298615.0,2535,386.0,348428,69870.0,599605,264692.0,GA,NSA
855,2016-01-01,671875,299857.0,2618,390.0,335674,65159.0,562677,254740.0,GA,NSA
856,2016-02-01,641909,271663.0,2518,338.0,319142,56348.0,532855,233992.0,GA,NSA
857,2016-03-01,759179,292141.0,2970,361.0,403692,64777.0,676554,251056.0,GA,NSA
858,2016-04-01,773380,282417.0,3071,348.0,406396,56324.0,670860,216940.0,GA,NSA
859,2016-05-01,817048,274209.0,3174,326.0,428155,58633.0,714696,233872.0,GA,NSA
860,2016-06-01,849431,284097.0,3323,346.0,473972,67496.0,778380,257109.0,GA,NSA
861,2016-07-01,898965,294894.0,3462,361.0,491635,68450.0,804899,263600.0,GA,NSA
862,2016-08-01,872330,282772.0,3381,345.0,461432,60706.0,758816,244837.0,GA,NSA
863,2016-09-01,730868,260606.0,2842,296.0,388290,55046.0,649934,229890.0,GA,NSA
864,2016-10-01,740289,261898.0,2888,297.0,395805,56619.0,662672,234622.0,GA,NSA
865,2016-11-01,681631,218149.0,2629,260.0,365484,48635.0,610879,190207.0,GA,NSA
866,2016-12-01,718751,263533.0,2714,367.0,375791,66516.0,639189,234504.0,GA,NSA
867,2017-01-01,661694,0.0,2326,0.0,320928,0.0,558906,0.0,GA,NSA
868,2017-02-01,613007,0.0,2158,0.0,298584,0.0,522787,0.0,GA,NSA
869,2017-03-01,765187,0.0,2666,0.0,391799,0.0,691275,0.0,GA,NSA
870,2002-10-01,833788,274514.0,3257,248.0,344439,48353.0,560011,239867.0,AA,NSA
871,2002-11-01,776764,266952.0,3018,239.0,332760,47199.0,523299,222103.0,AA,NSA
872,2002-12-01,834240,280750.0,3219,258.0,394772,51693.0,630767,240815.0,AA,NSA
873,2003-01-01,814392,280727.0,3159,261.0,351436,51244.0,562675,244018.0,AA,NSA
874,2003-02-01,712123,244192.0,2788,222.0,307248,43568.0,494869,207809.0,AA,NSA
875,2003-03-01,809949,265936.0,3163,244.0,360295,42447.0,588826,194981.0,AA,NSA
876,2003-04-01,735914,196870.0,2918,185.0,342323,29373.0,556939,137506.0,AA,NSA
877,2003-05-01,741439,200609.0,2997,185.0,350501,35614.0,564396,169184.0,AA,NSA
878,2003-06-01,748545,196591.0,2981,186.0,374409,37816.0,623043,172906.0,AA,NSA
879,2003-07-01,814365,203123.0,3176,194.0,396722,39519.0,656010,182561.0,AA,NSA
880,2003-08-01,784996,204052.0,3102,196.0,395401,38606.0,649671,171051.0,AA,NSA
881,2003-09-01,708246,195734.0,2880,180.0,294159,33516.0,469027,159108.0,AA,NSA
882,2003-10-01,736448,214899.0,2980,186.0,316958,36398.0,509835,181844.0,AA,NSA
883,2003-11-01,730808,207884.0,2897,188.0,323008,39050.0,512131,184766.0,AA,NSA
884,2003-12-01,787444,217833.0,3117,198.0,366998,40343.0,594983,189114.0,AA,NSA
885,2004-01-01,785966,219484.0,3043,199.0,326983,39768.0,528386,189928.0,AA,NSA
886,2004-02-01,730063,198279.0,2854,174.0,322835,33819.0,518090,166090.0,AA,NSA
887,2004-03-01,802636,211727.0,3122,186.0,383143,37999.0,616424,180582.0,AA,NSA
888,2004-04-01,799635,207830.0,3097,180.0,397745,34601.0,643115,161305.0,AA,NSA
889,2004-05-01,786935,214908.0,3153,186.0,388540,37582.0,619545,179900.0,AA,NSA
890,2004-06-01,803698,205562.0,3228,178.0,422536,40479.0,688918,186699.0,AA,NSA
891,2004-07-01,828395,214781.0,3353,186.0,438084,41668.0,711898,190636.0,AA,NSA
892,2004-08-01,831113,212333.0,3373,185.0,442094,40914.0,715791,181902.0,AA,NSA
893,2004-09-01,731527,205476.0,3070,180.0,345831,35627.0,546608,166478.0,AA,NSA
894,2004-10-01,752844,207053.0,3137,184.0,364917,37440.0,577695,178169.0,AA,NSA
895,2004-11-01,681010,204869.0,2891,180.0,347728,36775.0,544808,166407.0,AA,NSA
896,2004-12-01,703637,230282.0,2974,195.0,364286,41776.0,568345,193967.0,AA,NSA
897,2005-01-01,633131,248624.0,2725,204.0,319788,41725.0,495793,203079.0,AA,NSA
898,2005-02-01,592920,223176.0,2502,184.0,293890,36483.0,461315,177081.0,AA,NSA
899,2005-03-01,687836,238442.0,2833,200.0,363567,41659.0,584038,192656.0,AA,NSA
900,2005-04-01,637991,204038.0,2699,184.0,337428,36380.0,522497,166342.0,AA,NSA
901,2005-05-01,658106,211700.0,2827,186.0,353575,38464.0,543085,179888.0,AA,NSA
902,2005-06-01,675445,231879.0,2800,229.0,385617,46026.0,610057,211723.0,AA,NSA
903,2005-07-01,704176,245187.0,2899,247.0,388237,47490.0,620978,212229.0,AA,NSA
904,2005-08-01,694603,245198.0,2917,247.0,387002,46367.0,613122,205715.0,AA,NSA
905,2005-09-01,626700,215779.0,2744,216.0,317383,40575.0,492153,184585.0,AA,NSA
906,2005-10-01,647207,214931.0,2860,216.0,340369,41557.0,528893,187565.0,AA,NSA
907,2005-11-01,650334,208065.0,2815,209.0,344390,41196.0,531548,182614.0,AA,NSA
908,2005-12-01,684615,238674.0,2910,227.0,357531,45380.0,559832,204981.0,AA,NSA
909,2006-01-01,658791,249584.0,2830,233.0,318159,46886.0,494014,216797.0,AA,NSA
910,2006-02-01,634910,228679.0,2693,213.0,309780,41398.0,489892,183418.0,AA,NSA
911,2006-03-01,729089,253297.0,2995,238.0,374726,47051.0,601822,207176.0,AA,NSA
912,2006-04-01,711652,244021.0,2861,232.0,378915,42279.0,603523,185229.0,AA,NSA
913,2006-05-01,717336,210901.0,3001,198.0,379495,39385.0,592150,184297.0,AA,NSA
914,2006-06-01,731865,242191.0,2957,255.0,398158,50290.0,636774,223811.0,AA,NSA
915,2006-07-01,756672,260405.0,3053,283.0,413644,52962.0,661983,227234.0,AA,NSA
916,2006-08-01,754298,261567.0,3161,283.0,402623,52192.0,634264,227496.0,AA,NSA
917,2006-09-01,643331,241645.0,2868,232.0,323817,41556.0,495411,203077.0,AA,NSA
918,2006-10-01,658343,234324.0,2963,220.0,347233,41793.0,532516,195128.0,AA,NSA
919,2006-11-01,655304,208544.0,2879,196.0,343839,40352.0,526720,181714.0,AA,NSA
920,2006-12-01,679612,232650.0,2927,216.0,353733,43930.0,557126,197006.0,AA,NSA
921,2007-01-01,655252,246567.0,2807,208.0,320007,43824.0,503113,210451.0,AA,NSA
922,2007-02-01,592376,224300.0,2535,193.0,301248,38798.0,463517,182297.0,AA,NSA
923,2007-03-01,688762,242356.0,2946,216.0,382097,43745.0,588491,199079.0,AA,NSA
924,2007-04-01,650320,208409.0,2781,195.0,375025,37764.0,575688,165918.0,AA,NSA
925,2007-05-01,654601,212148.0,2826,197.0,369459,38634.0,570253,171789.0,AA,NSA
926,2007-06-01,652330,208926.0,2702,219.0,373488,44629.0,599675,186124.0,AA,NSA
927,2007-07-01,686599,222286.0,2791,231.0,368874,46867.0,607179,195874.0,AA,NSA
928,2007-08-01,695428,225288.0,2856,234.0,380098,45914.0,626216,188046.0,AA,NSA
929,2007-09-01,564284,206455.0,2488,186.0,282432,36340.0,447534,171072.0,AA,NSA
930,2007-10-01,619578,221332.0,2690,193.0,318345,38666.0,503168,182600.0,AA,NSA
931,2007-11-01,614574,281589.0,2589,214.0,314680,43400.0,499892,212076.0,AA,NSA
932,2007-12-01,641561,332421.0,2607,253.0,313719,54933.0,508796,277647.0,AA,NSA
933,2008-01-01,577227,338793.0,2359,261.0,268373,50830.0,433717,272485.0,AA,NSA
934,2008-02-01,573599,300744.0,2338,239.0,268175,42732.0,431720,218690.0,AA,NSA
935,2008-03-01,637649,311262.0,2547,227.0,324424,45797.0,532541,233961.0,AA,NSA
936,2008-04-01,595720,296400.0,2384,218.0,312127,41121.0,514520,203726.0,AA,NSA
937,2008-05-01,608195,308095.0,2415,228.0,318781,45885.0,525458,232032.0,AA,NSA
938,2008-06-01,640756,308325.0,2518,240.0,345392,51945.0,580536,260972.0,AA,NSA
939,2008-07-01,685734,291500.0,2661,240.0,351502,50181.0,596667,241850.0,AA,NSA
940,2008-08-01,661679,292332.0,2571,262.0,355486,51712.0,591139,232160.0,AA,NSA
941,2008-09-01,523446,212710.0,2111,156.0,262961,33682.0,416822,173640.0,AA,NSA
942,2008-10-01,536081,210233.0,2205,152.0,283340,34224.0,453079,170916.0,AA,NSA
943,2008-11-01,489758,175899.0,1905,124.0,240626,27320.0,391689,135311.0,AA,NSA
944,2008-12-01,536039,237125.0,2049,165.0,271439,34336.0,449799,177562.0,AA,NSA
945,2009-01-01,503152,226370.0,1951,159.0,240380,30935.0,395314,171164.0,AA,NSA
946,2009-02-01,489357,174508.0,1905,126.0,238562,23931.0,396128,124608.0,AA,NSA
947,2009-03-01,566975,195322.0,2240,139.0,292851,27980.0,482564,139124.0,AA,NSA
948,2009-04-01,557809,192144.0,2160,135.0,297830,28754.0,488514,140854.0,AA,NSA
949,2009-05-01,557943,195877.0,2188,127.0,297162,27698.0,487652,144653.0,AA,NSA
950,2009-06-01,585765,195441.0,2328,137.0,326191,34982.0,546437,176722.0,AA,NSA
951,2009-07-01,635139,206632.0,2513,157.0,344038,38094.0,573669,183273.0,AA,NSA
952,2009-08-01,636025,207164.0,2479,164.0,342822,38661.0,570235,174559.0,AA,NSA
953,2009-09-01,491676,174553.0,2039,131.0,257637,29505.0,414368,151751.0,AA,NSA
954,2009-10-01,520916,178394.0,2114,133.0,280794,30816.0,454642,159926.0,AA,NSA
955,2009-11-01,496686,168091.0,1951,127.0,256271,27839.0,414156,145094.0,AA,NSA
956,2009-12-01,541334,178993.0,2073,145.0,274528,30341.0,452992,159168.0,AA,NSA
957,2010-01-01,594703,181258.0,2057,143.0,264834,28602.0,438269,154155.0,AA,NSA
958,2010-02-01,472178,164107.0,1850,132.0,238234,26963.0,389011,135346.0,AA,NSA
959,2010-03-01,568091,182718.0,2192,138.0,294296,29413.0,495792,149661.0,AA,NSA
960,2010-04-01,553614,180765.0,2064,127.0,286819,28951.0,483031,135083.0,AA,NSA
961,2010-05-01,566351,199966.0,2108,142.0,291993,32831.0,492111,158322.0,AA,NSA
962,2010-06-01,610232,202883.0,2264,171.0,328424,39524.0,567753,180126.0,AA,NSA
963,2010-07-01,642140,213613.0,2363,191.0,328922,40670.0,575921,190094.0,AA,NSA
964,2010-08-01,632451,211480.0,2340,178.0,337845,41620.0,580701,187989.0,AA,NSA
965,2010-09-01,526260,194950.0,2071,136.0,274939,33260.0,448441,169787.0,AA,NSA
966,2010-10-01,560601,202127.0,2184,180.0,300806,36568.0,487345,174832.0,AA,NSA
967,2010-11-01,527224,183722.0,1963,186.0,267907,33394.0,443438,156112.0,AA,NSA
968,2010-12-01,532029,273375.0,1984,220.0,267199,41985.0,454640,219757.0,AA,NSA
969,2011-01-01,492574,243628.0,1932,238.0,243694,40143.0,399493,206868.0,AA,NSA
970,2011-02-01,447774,178762.0,1762,200.0,225784,30375.0,368073,139314.0,AA,NSA
971,2011-03-01,527186,204531.0,2054,245.0,275169,36887.0,461179,152933.0,AA,NSA
972,2011-04-01,504990,202024.0,1925,244.0,265423,38549.0,441434,157739.0,AA,NSA
973,2011-05-01,507622,219991.0,1964,258.0,272944,43832.0,447916,185858.0,AA,NSA
974,2011-06-01,571373,245660.0,2144,270.0,310917,49332.0,533363,218355.0,AA,NSA
975,2011-07-01,609036,262411.0,2257,284.0,324907,53181.0,564854,230820.0,AA,NSA
976,2011-08-01,599301,258529.0,2223,266.0,317407,50629.0,543754,220248.0,AA,NSA
977,2011-09-01,459901,240728.0,1895,220.0,256495,39283.0,408541,193501.0,AA,NSA
978,2011-10-01,468450,236719.0,1928,204.0,262963,39375.0,414128,201970.0,AA,NSA
979,2011-11-01,434713,223622.0,1714,208.0,237204,36057.0,381134,168937.0,AA,NSA
980,2011-12-01,517180,239691.0,1950,235.0,268507,42140.0,453152,198613.0,AA,NSA
981,2012-01-01,657759,258905.0,2439,305.0,327501,49951.0,551020,204560.0,AA,NSA
982,2012-02-01,627878,243589.0,2327,286.0,307049,44647.0,516235,187632.0,AA,NSA
983,2012-03-01,732581,268513.0,2615,315.0,368890,50188.0,645758,206677.0,AA,NSA
984,2012-04-01,716332,245144.0,2600,268.0,361476,48128.0,627861,200579.0,AA,NSA
985,2012-05-01,745732,263085.0,2654,282.0,369863,52777.0,651454,227176.0,AA,NSA
986,2012-06-01,836627,245342.0,2958,269.0,424352,51054.0,748476,217697.0,AA,NSA
987,2012-07-01,877073,264129.0,3071,283.0,439266,56087.0,778839,236441.0,AA,NSA
988,2012-08-01,847222,257297.0,3004,263.0,437196,51285.0,766628,225230.0,AA,NSA
989,2012-09-01,682119,242600.0,2470,224.0,329893,42795.0,556494,208541.0,AA,NSA
990,2012-10-01,666253,245797.0,2452,226.0,343538,42521.0,575266,209651.0,AA,NSA
991,2012-11-01,630367,231171.0,2305,240.0,320466,41081.0,541433,181714.0,AA,NSA
992,2012-12-01,705468,246126.0,2491,264.0,348350,46866.0,610772,201144.0,AA,NSA
993,2013-01-01,632020,256101.0,2301,276.0,313399,44402.0,526114,200639.0,AA,NSA
994,2013-02-01,564821,229967.0,2109,247.0,285455,39241.0,475440,178893.0,AA,NSA
995,2013-03-01,676106,251050.0,2424,278.0,350472,48768.0,603239,209059.0,AA,NSA
996,2013-04-01,705941,252729.0,2510,273.0,354207,46893.0,618879,199666.0,AA,NSA
997,2013-05-01,778526,266665.0,2735,283.0,391439,52114.0,692309,228473.0,AA,NSA
998,2013-06-01,894639,254060.0,3105,272.0,457768,52847.0,814240,226786.0,AA,NSA
999,2013-07-01,932850,268852.0,3215,289.0,466082,56366.0,837321,244469.0,AA,NSA
1000,2013-08-01,884197,243841.0,3119,272.0,455288,48594.0,806291,217029.0,AA,NSA
1001,2013-09-01,727822,224809.0,2694,216.0,342512,39030.0,598616,191842.0,AA,NSA
1002,2013-10-01,745681,235488.0,2723,232.0,365546,40848.0,630070,196053.0,AA,NSA
1003,2013-11-01,706535,217651.0,2570,246.0,341864,41084.0,582791,171358.0,AA,NSA
1004,2013-12-01,770879,233868.0,2757,264.0,398524,45827.0,689639,189898.0,AA,NSA
1005,2014-01-01,671932,236677.0,2458,262.0,342602,43015.0,579894,193074.0,AA,NSA
1006,2014-02-01,585969,211233.0,2182,232.0,301081,37233.0,497586,171531.0,AA,NSA
1007,2014-03-01,731110,248933.0,2573,316.0,374412,48893.0,646450,199086.0,AA,NSA
1008,2014-04-01,703429,211175.0,2551,276.0,364510,43304.0,619943,177227.0,AA,NSA
1009,2014-05-01,785350,224785.0,2780,294.0,403036,47715.0,699116,202058.0,AA,NSA
1010,2014-06-01,872698,220235.0,3032,301.0,448152,50971.0,800002,198300.0,AA,NSA
1011,2014-07-01,924399,226088.0,3200,309.0,465316,52238.0,827628,205918.0,AA,NSA
1012,2014-08-01,867028,224190.0,3046,276.0,450984,47123.0,788757,200194.0,AA,NSA
1013,2014-09-01,715521,204544.0,2641,207.0,348800,36696.0,591924,182972.0,AA,NSA
1014,2014-10-01,739868,218452.0,2727,219.0,360493,37132.0,612785,184001.0,AA,NSA
1015,2014-11-01,680360,247791.0,2498,234.0,335384,39913.0,564424,201215.0,AA,NSA
1016,2014-12-01,744310,268385.0,2635,266.0,376366,47188.0,655052,226128.0,AA,NSA
1017,2015-01-01,628276,263673.0,2333,231.0,321136,40560.0,533909,221559.0,AA,NSA
1018,2015-02-01,565409,232718.0,2105,197.0,289044,33748.0,478575,187123.0,AA,NSA
1019,2015-03-01,694751,271400.0,2462,254.0,358287,44031.0,610881,217123.0,AA,NSA
1020,2015-04-01,689537,263142.0,2393,251.0,340314,40160.0,586091,192662.0,AA,NSA
1021,2015-05-01,758099,287223.0,2616,278.0,369698,47244.0,645772,226459.0,AA,NSA
1022,2015-06-01,844161,293402.0,2726,297.0,414291,55479.0,761082,252009.0,AA,NSA
1023,2015-07-01,876577,305448.0,2842,321.0,432659,59390.0,783914,270031.0,AA,NSA
1024,2015-08-01,840820,298535.0,2755,299.0,422681,54332.0,747722,252527.0,AA,NSA
1025,2015-09-01,718779,270462.0,2434,215.0,353723,40233.0,601985,222553.0,AA,NSA
1026,2015-10-01,741729,283066.0,2555,232.0,376889,43263.0,635247,235981.0,AA,NSA
1027,2015-11-01,634279,273074.0,2209,263.0,323186,44664.0,541820,216932.0,AA,NSA
1028,2015-12-01,704157,296643.0,2327,285.0,352297,51529.0,608672,242591.0,AA,NSA
1029,2016-01-01,566080,281667.0,1965,236.0,287177,41851.0,474203,232981.0,AA,NSA
1030,2016-02-01,553740,263075.0,1920,206.0,274736,37126.0,454909,210864.0,AA,NSA
1031,2016-03-01,640190,278214.0,2249,244.0,337443,42556.0,566485,211259.0,AA,NSA
1032,2016-04-01,636807,277342.0,2259,249.0,322756,41591.0,539197,205123.0,AA,NSA
1033,2016-05-01,709411,293322.0,2475,272.0,368417,48367.0,625532,232602.0,AA,NSA
1034,2016-06-01,754536,290619.0,2501,287.0,397025,56481.0,694817,260782.0,AA,NSA
1035,2016-07-01,790267,299669.0,2663,308.0,414390,60256.0,714726,274134.0,AA,NSA
1036,2016-08-01,783369,281861.0,2691,262.0,401568,49062.0,685590,240304.0,AA,NSA
1037,2016-09-01,689452,265130.0,2389,212.0,348279,39966.0,595289,219790.0,AA,NSA
1038,2016-10-01,724121,277561.0,2544,231.0,382550,43219.0,642276,232310.0,AA,NSA
1039,2016-11-01,649465,276025.0,2317,268.0,353007,47563.0,572154,223725.0,AA,NSA
1040,2016-12-01,697727,300747.0,2356,310.0,365522,55867.0,615338,248981.0,AA,NSA
1041,2017-01-01,593280,0.0,2063,0.0,313046,0.0,508970,0.0,AA,NSA
1042,2017-02-01,523853,0.0,1858,0.0,274105,0.0,439238,0.0,AA,NSA
1043,2017-03-01,628311,0.0,2196,0.0,341045,0.0,562927,0.0,AA,NSA
1044,2002-10-01,260893,6254.0,1931,186.0,175018,9607.0,174821,3307.0,FA,AMP
1045,2002-11-01,271253,5639.0,1998,170.0,182205,8562.0,183341,2951.0,FA,AMP
1046,2002-12-01,277273,5145.0,2016,155.0,201904,8066.0,206526,2718.0,FA,AMP
1047,2003-01-01,276264,4968.0,1954,158.0,168528,7044.0,173298,2363.0,FA,AMP
1048,2003-02-01,234144,3977.0,1653,126.0,157524,6690.0,162800,2126.0,FA,AMP
1049,2003-03-01,275947,5668.0,1932,169.0,175080,7635.0,181991,2531.0,FA,AMP
1050,2003-04-01,265841,5544.0,1867,165.0,181183,6456.0,187327,1966.0,FA,AMP
1051,2003-05-01,268552,5404.0,1888,160.0,190858,7415.0,194466,2457.0,FA,AMP
1052,2003-06-01,266312,5355.0,1877,156.0,192341,8843.0,194887,2932.0,FA,AMP
1053,2003-07-01,280939,5218.0,1960,152.0,212363,10426.0,217494,3640.0,FA,AMP
1054,2003-08-01,269460,5197.0,1883,149.0,211302,10941.0,215720,3961.0,FA,AMP
1055,2003-09-01,256742,4928.0,1792,148.0,158560,9269.0,160126,3268.0,FA,AMP
1056,2003-10-01,283112,5268.0,1966,159.0,192235,8892.0,196903,3111.0,FA,AMP
